PMID	Year	Title	MeshTerm
20192566	2009	Effects of amino acid substitution polymorphisms of two DNA methyltransferases on susceptibility to sporadic colorectal cancer.	Adult,Amino Acid Substitution,Case-Control Studies,Colorectal Neoplasms,DNA Modification Methylases,DNA Repair Enzymes,Female,Gene Frequency,Genetic Predisposition to Disease,Genotype,Humans,Iran,Male,Middle Aged,Polymerase Chain Reaction,Polymorphism, Single Nucleotide,Repressor Proteins,Tumor Suppressor Proteins
20192567	2009	Curcumin: from food spice to cancer prevention.	Animals,Anti-Inflammatory Agents,Anticarcinogenic Agents,Antineoplastic Agents, Phytogenic,Antioxidants,Arachidonate 12-Lipoxygenase,Curcumin,Cyclooxygenase 2,Dietary Supplements,Glutathione Transferase,Humans,JNK Mitogen-Activated Protein Kinases,Lipoxygenase Inhibitors,Molecular Structure,NF-kappa B,Neoplasms,Ornithine Decarboxylase Inhibitors,Protein Kinase C
20192568	2009	Cervical cancer and HPV vaccines in developing countries.	Adolescent,Child,Developing Countries,Female,Humans,Incidence,Male,Mass Screening,Papillomavirus Infections,Papillomavirus Vaccines,Practice Guidelines as Topic,Prevalence,Risk Factors,Uterine Cervical Neoplasms,Young Adult
20192569	2009	Toxicology of engineered nanomaterials - a review of carcinogenic potential.	Animals,Carcinogens,Environmental Exposure,Foreign-Body Reaction,Fullerenes,Inhalation Exposure,Mice,Nanostructures,Nanotechnology,Neoplasms,Rats,Risk Assessment,Soot,Titanium
20192570	2009	Diverse influences of dietary factors on cancer in Asia.	Anti-Inflammatory Agents,Antioxidants,Asia,Carcinogens,Cooking,Diet,Dietary Fiber,Food Contamination,Humans,Life Style,Neoplasms,Obesity,Prevalence,Risk Factors
20192571	2009	Chronic disease prevention research in Central Asia, the Urals, Siberia and Mongolia - past, present and future.	Asia, Central,Cardiovascular Diseases,Chronic Disease,Diabetes Mellitus,Forecasting,Humans,Metabolic Syndrome,Mongolia,Neoplasms,Prevalence,Risk Factors,Russia,Siberia
20192573	2009	Impact of nutritional status on the quality of life of advanced cancer patients in hospice home care.	Adolescent,Adult,Aged,Cross-Sectional Studies,Female,Hospice Care,Humans,Interviews as Topic,Linear Models,Malaysia,Male,Middle Aged,Neoplasms,Nutrition Disorders,Nutritional Status,Quality of Life,Terminally Ill
20192574	2009	Cyclooxygenase-2 expression in cervical squamous cell carcinoma: the significance of expression in neoplastic cells within the lymphovascular space.	Carcinoma, Squamous Cell,Chi-Square Distribution,Cyclooxygenase 2,Female,Humans,Immunohistochemistry,Logistic Models,Lymphatic Metastasis,Predictive Value of Tests,Prognosis,Proportional Hazards Models,Uterine Cervical Neoplasms
20192575	2009	Risk factors for prostate cancer in Universiti Kebangsaan Malaysia Medical Centre: a case-control study.	Academic Medical Centers,Aged,Aged, 80 and over,Case-Control Studies,Coitus,Diet,Environmental Exposure,Genetic Predisposition to Disease,Humans,Life Style,Logistic Models,Malaysia,Male,Middle Aged,Occupations,Prostatic Neoplasms,Risk Factors
20192576	2009	Serum granulocyte macrophage-colony stimulating factor: a tumor marker in colorectal carcinoma?	Adult,Aged,Aged, 80 and over,Biomarkers, Tumor,Carcinoembryonic Antigen,Case-Control Studies,Colorectal Neoplasms,Female,Granulocyte-Macrophage Colony-Stimulating Factor,Humans,Leukocyte Count,Lymphatic Metastasis,Male,Middle Aged,Neoplasm Staging,Predictive Value of Tests,Statistics, Nonparametric
20192577	2009	Changing trends in incidence of ovarian cancer - the Indian scenario.	Adolescent,Adult,Age Factors,Aged,Female,Humans,Incidence,India,Linear Models,Middle Aged,Ovarian Neoplasms,Poisson Distribution,Registries
20192578	2009	Punarnavine induces apoptosis in B16F-10 melanoma cells by inhibiting NF-kappaB signaling.	Alkaloids,Animals,Apoptosis,Caspase 3,Cell Cycle,Cell Line, Tumor,DNA Fragmentation,Dose-Response Relationship, Drug,Gene Expression Regulation, Neoplastic,Genes, bcl-2,Genes, p53,In Situ Nick-End Labeling,Melanoma, Experimental,NF-kappa B,Reverse Transcriptase Polymerase Chain Reaction,Signal Transduction
20192579	2009	Overview of chronic myeloid leukemia patients in Pakistan in the pre-imatanib era.	Adolescent,Adult,Age Factors,Aged,Benzamides,Disease Progression,Female,Humans,Imatinib Mesylate,Leukemia, Myelogenous, Chronic, BCR-ABL Positive,Male,Middle Aged,Pakistan,Piperazines,Protein Kinase Inhibitors,Pyrimidines,Retrospective Studies
20192580	2009	Clinical outcome of the ovarian clear cell carcinoma compared to other epithelial ovarian cancers when treated with paclitaxel and carboplatin.	Adenocarcinoma, Clear Cell,Adult,Aged,Antineoplastic Combined Chemotherapy Protocols,Carboplatin,Combined Modality Therapy,Disease-Free Survival,Female,Humans,Middle Aged,Neoplasm Staging,Ovarian Neoplasms,Paclitaxel,Treatment Outcome
20192581	2009	Women's awareness, knowledge and perceived magnitude regarding common female cancers in Yangon, Myanmar.	Adult,Breast Neoplasms,Cross-Sectional Studies,Female,Health Knowledge, Attitudes, Practice,Humans,Middle Aged,Myanmar,Risk Factors,Surveys and Questionnaires,Uterine Cervical Neoplasms
20192582	2009	Vinorelbine in combination with carboplatin followed by single-agent consolidation therapy for unresectable localized or metastatic non-small-cell lung carcinomas.	Administration, Oral,Adult,Aged,Aged, 80 and over,Antineoplastic Combined Chemotherapy Protocols,Carboplatin,Carcinoma, Non-Small-Cell Lung,Disease-Free Survival,Female,Humans,Infusions, Intravenous,Lung Neoplasms,Male,Middle Aged,Neoplasm Metastasis,Neoplasm Staging,Retrospective Studies,Treatment Outcome,Vinblastine,Vinorelbine
20192584	2009	Screening of N-ras gene mutations in urothelial cell carcinomas of the urinary bladder in the Kashmiri population.	Adult,Aged,Aged, 80 and over,Codon,Exons,Female,Genes, ras,Humans,India,Male,Middle Aged,Neoplasm Staging,Point Mutation,Polymerase Chain Reaction,Urinary Bladder Neoplasms,Urothelium
20192585	2009	Estrogen receptor, progesterone receptor, HER2/neu, P53 and Ki-67 status of male breast carcinomas in Pakistan.	Adult,Aged,Aged, 80 and over,Biomarkers, Tumor,Breast Neoplasms, Male,Humans,Immunohistochemistry,Ki-67 Antigen,Male,Middle Aged,Pakistan,Receptor, ErbB-2,Receptors, Estrogen,Receptors, Progesterone,Tumor Suppressor Protein p53
20192586	2009	Neoplasia/dysplasia surveillance of oral lichen planus in Malaysia: a preliminary study using topography maps.	Biopsy,Cell Transformation, Neoplastic,China,Color,Disease Progression,Female,Humans,India,Lichen Planus, Oral,Malaysia,Male,Neoplasm Staging,Population Surveillance,Precancerous Conditions,Prognosis,Risk Factors,Surveys and Questionnaires
20192587	2009	Eight year survival among breast cancer Malaysian women from University Kebangsaan Malaysia Medical Centre.	Academic Medical Centers,Adult,Aged,Aged, 80 and over,Breast Neoplasms,China,Female,Genetic Predisposition to Disease,Humans,Malaysia,Middle Aged,Prognosis,Proportional Hazards Models,Retrospective Studies,Risk Factors,Survival Analysis,Time Factors
20192588	2009	Breast carcinoma in young women aged 30 or less in Northern Pakistan - the Armed Forces Institute of Pathology experience.	Adult,Age Factors,Age of Onset,Biopsy,Breast Neoplasms,Female,Humans,Lymphatic Metastasis,Mastectomy,Mastectomy, Segmental,Neoplasm Invasiveness,Neoplasm Staging,Pakistan,Prognosis,Registries
20192589	2009	Complementary and alternative medicine in cancer patients - analysis of influencing factors in Turkey.	Adult,Aged,Chi-Square Distribution,Complementary Therapies,Cross-Sectional Studies,Female,Humans,Male,Middle Aged,Neoplasms,Psychiatric Status Rating Scales,Statistics, Nonparametric,Turkey
20192591	2009	Screening and perceived severity of cervical cancer among women attending Mahalapye District Hospital, Botswana.	Adult,Attitude to Health,Botswana,Chi-Square Distribution,Cross-Sectional Studies,Female,Humans,Income,Logistic Models,Mass Screening,Middle Aged,Neoplasm Staging,Residence Characteristics,Severity of Illness Index,Socioeconomic Factors,Surveys and Questionnaires,Uterine Cervical Neoplasms
20192590	2009	Anti-tumor activity of Phyllanthus niruri (a medicinal plant) on chemical-induced skin carcinogenesis in mice.	9,10-Dimethyl-1,2-benzanthracene,Administration, Topical,Animals,Chemoprevention,Croton Oil,Male,Mice,Papilloma,Phyllanthus,Phytotherapy,Plant Extracts,Skin Neoplasms
20192592	2009	Perspectives on strategies for establishing cancer on the global health agenda: possibilities of creating infrastructure for cancer prevention information using school health classes.	Adolescent,Adult,Asia,Child,Cultural Diversity,Female,Global Health,Health Knowledge, Attitudes, Practice,Health Policy,Health Promotion,Humans,Male,Neoplasms,Organizational Objectives,Parents,School Health Services,Students,Surveys and Questionnaires,United Nations
20192593	2009	Sida rhombifolia ssp. retusa seed extract inhibits DEN induced murine hepatic preneoplasia and carbon tetrachloride hepatotoxicity.	Alkaline Phosphatase,Animals,Aspartate Aminotransferase, Mitochondrial,Carbon Tetrachloride,Chemical and Drug Induced Liver Injury,Chromatography, High Pressure Liquid,Diethylnitrosamine,Free Radical Scavengers,Glutathione Transferase,Liver,Male,Malvaceae,Medicine, Ayurvedic,Mice,Plant Extracts,Precancerous Conditions,Rats,Rats, Wistar,Seeds,gamma-Glutamyltransferase
20192594	2009	Impact of a health education intervention program regarding breast self examination by women in a semi-urban area of Madhya Pradesh, India.	Adult,Audiovisual Aids,Breast Neoplasms,Breast Self-Examination,Educational Status,Female,Health Education,Health Knowledge, Attitudes, Practice,Humans,India,Middle Aged,Social Class,Suburban Population,Teaching Materials
20192595	2009	Clinical evaluation of parapelvic renal cysts: do these represent latent urological malignant disease?	Adult,Aged,Aged, 80 and over,Diagnosis, Differential,Female,Humans,Incidental Findings,Kidney Diseases, Cystic,Kidney Neoplasms,Lithotripsy,Magnetic Resonance Imaging,Male,Middle Aged,Nephrectomy,Tomography, X-Ray Computed,Treatment Outcome,Ureter,Urography
20192598	2009	Oral cancer presentation among Malay patients in hospital Universiti Sains Malaysia, Kelantan.	Adult,Age Factors,Aged,Female,Hospitals, University,Humans,Lymphatic Metastasis,Malaysia,Male,Middle Aged,Mouth Neoplasms,Neoplasm Staging,Prevalence,Retrospective Studies,Risk Factors,Sex Factors
20192600	2009	Chemoprevention of 1,2-dimethylhydrazine-induced colon carcinogenesis by a non-steroidal anti-inflammatory drug, etoricoxib, in rats: inhibition of nuclear factor kappaB.	1,2-Dimethylhydrazine,Animals,Anti-Inflammatory Agents, Non-Steroidal,Apoptosis,Blotting, Western,Chemoprevention,Colonic Neoplasms,Etoricoxib,Immunohistochemistry,Male,Microscopy, Fluorescence,NF-kappa B,Pyridines,Rats,Rats, Sprague-Dawley,Sulfones
20192601	2009	Weekly paclitaxel/ docetaxel combined with a platinum in the treatment of advanced non-small cell lung cancer: a study on efficacy, safety and pre-medication.	Adult,Aged,Antineoplastic Combined Chemotherapy Protocols,Carboplatin,Carcinoma, Non-Small-Cell Lung,Cisplatin,Docetaxel,Female,Humans,Lung Neoplasms,Male,Middle Aged,Organoplatinum Compounds,Oxaliplatin,Paclitaxel,Premedication,Taxoids,Treatment Outcome
20192602	2009	Pre-treatment hemoglobin levels are important for bladder carcinoma patients with extravesical extension undergoing definitive radiotherapy.	Adult,Aged,Aged, 80 and over,Carcinoma, Transitional Cell,Chi-Square Distribution,Combined Modality Therapy,Female,Hemoglobins,Humans,Male,Middle Aged,Neoplasm Invasiveness,Neoplasm Staging,Prognosis,Proportional Hazards Models,Retrospective Studies,Survival Analysis,Urinary Bladder Neoplasms
20192603	2009	Histopathological findings for cervical lesions in Malaysian women.	Adenocarcinoma,Adult,Aged,Aged, 80 and over,Carcinoma, Squamous Cell,Cervical Intraepithelial Neoplasia,Disease Progression,Female,Humans,Malaysia,Middle Aged,Retrospective Studies,Uterine Cervical Neoplasms
20192604	2009	Colorectal cancer patients in a tertiary referral centre in Malaysia: a five year follow-up review.	Adult,Aged,Colorectal Neoplasms,Female,Follow-Up Studies,Humans,Malaysia,Male,Middle Aged,Neoplasm Recurrence, Local,Neoplasm Staging,Retrospective Studies,Survival Rate
20192605	2009	Prevalence of tobacco use and tobacco-dependent cancers in males in the Rural Cancer Registry population at Barshi, India.	Adolescent,Adult,Chi-Square Distribution,Head and Neck Neoplasms,Humans,Incidence,India,Lung Neoplasms,Male,Middle Aged,Mouth Neoplasms,Prevalence,Registries,Risk Factors,Rural Population,Tobacco Use Disorder
20192608	2009	Lack of effects of single nucleotide polymorphisms of the DNA methyltransferase 1 gene on gastric cancer in Iranian patients: a case control study.	Adult,Case-Control Studies,DNA Methylation,Female,Gene Frequency,Genetic Predisposition to Disease,Genotype,Humans,Iran,Male,Middle Aged,Odds Ratio,Polymerase Chain Reaction,Polymorphism, Restriction Fragment Length,Polymorphism, Single Nucleotide,Repressor Proteins,Sequence Analysis, DNA,Stomach Neoplasms
20192610	2009	Proposal for a cooperative study on population-based cancer survival in selected registries in East Asia.	Developing Countries,Epidemiologic Methods,Far East,Female,Humans,International Cooperation,Male,Neoplasms,Prognosis,Registries,Survival Analysis
20192611	2011	Determination of the amount of micelles in alkylphospholipid liposome formulations with electron paramagnetic resonance method.	Breast Neoplasms,Computer Simulation,Electron Spin Resonance Spectroscopy,Liposomes,Micelles,Phospholipids
20192620	2010	Functional outcome after resection of spinal cord hemangioblastomas associated with von Hippel-Lindau disease.	Adolescent,Adult,Female,Follow-Up Studies,Hemangioblastoma,Humans,Magnetic Resonance Imaging,Male,Middle Aged,Neurologic Examination,Neurosurgical Procedures,Postoperative Complications,Spinal Cord,Spinal Cord Neoplasms,Time Factors,Treatment Outcome,Young Adult,von Hippel-Lindau Disease
20192622	2010	Coincidence of cervical spondylotic myelopathy and intramedullary ependymoma: a potential diagnostic pitfall.	Brain Neoplasms,Cervical Vertebrae,Constriction, Pathologic,Diagnosis, Differential,Ependymoma,Humans,Magnetic Resonance Imaging,Male,Middle Aged,Spinal Cord,Spinal Cord Diseases,Spondylosis,Treatment Outcome
20192623	2010	Neurological function after total en bloc spondylectomy for thoracic spinal tumors.	Follow-Up Studies,Humans,Laminectomy,Neurosurgical Procedures,Retrospective Studies,Severity of Illness Index,Spinal Neoplasms,Thoracic Vertebrae,Treatment Outcome
20192642	2010	Endoscopic biopsy of brain tumors in children: diagnostic success and utility in guiding treatment strategies.	Adolescent,Adult,Age Factors,Biopsy,Brain Neoplasms,Child,Child, Preschool,Cohort Studies,Endoscopy,Female,Humans,Hydrocephalus,Infant,Male,Neurosurgical Procedures,Predictive Value of Tests,Retrospective Studies,Treatment Outcome,Young Adult
20192643	2010	Pediatric brain tumors: genetics and clinical outcome.	Adolescent,Brain Neoplasms,Child,Child, Preschool,Chromosome Aberrations,Cohort Studies,Comparative Genomic Hybridization,Female,Glioma,Humans,Infant,Male,Neurosurgical Procedures,Retrospective Studies,Risk Factors,Treatment Outcome
20192645	2010	Malignant giant cell tumor in the posterior fossa of a neonate.	Cranial Fossa, Posterior,Female,Giant Cell Tumor of Bone,Humans,Infant,Infant, Newborn,Infant, Premature,Infant, Premature, Diseases,Skull Base Neoplasms
20192644	2010	Pediatric epileptogenic gangliogliomas: seizure outcome and surgical results.	Adolescent,Brain Mapping,Brain Neoplasms,Child,Child, Preschool,Cohort Studies,Epilepsies, Partial,Female,Ganglioglioma,Humans,Infant,Magnetic Resonance Imaging,Male,Monitoring, Intraoperative,Retrospective Studies,Treatment Outcome
20192646	2010	Ossifying lipoma of the cervical spine.	Cervical Vertebrae,Female,Humans,Infant,Lipoma,Ossification, Heterotopic,Spinal Neoplasms
20192650	2010	Cerebrospinal fluid leak with recurrent meningitis following tonsillectomy.	Adolescent,Cerebrospinal Fluid Rhinorrhea,Encephalocele,Humans,Male,Meningitis,Petrous Bone,Recurrence,Tonsillectomy
20192662	2010	Massive Charcot spinal disease deformity in a patient presenting with increasing abdominal girth and discomfort. Case report.	Abdominal Pain,Accidental Falls,Adult,Arthropathy, Neurogenic,Back Pain,Cysts,Humans,Joint Instability,Kyphosis,Male,Prosthesis Implantation,Retroperitoneal Space,Spinal Cord Injuries,Spinal Fractures,Spinal Fusion,Thoracic Vertebrae,Tomography, X-Ray Computed
